"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","31,708","21.2"
"CENSUS","2017","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","23,415","5.3"
"CENSUS","2017","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","27,852","35.2"
"CENSUS","2017","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","30,056","4.4"
"CENSUS","2017","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","22,129","7.1"
"CENSUS","2017","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","19,276","6.8"
"CENSUS","2017","YEAR","","STATE","IOWA","19","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","25,890","1.7"
"CENSUS","2017","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","17,660","2.6"
"CENSUS","2017","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","17,356","5.2"
"CENSUS","2017","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","24,805","24.1"
"CENSUS","2017","YEAR","","STATE","MAINE","23","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","16,189","18.9"
"CENSUS","2017","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","21,397","24.3"
"CENSUS","2017","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","28,009","17.3"
"CENSUS","2017","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","15,999","4.1"
"CENSUS","2017","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","20,403","2.4"
"CENSUS","2017","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","18,846","5.9"
"CENSUS","2017","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","12,649","4.3"
"CENSUS","2017","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","28,828","8.1"
"CENSUS","2017","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","28,619","4.8"
"CENSUS","2017","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","19,726","19.9"
"CENSUS","2017","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","24,947","17.3"
"CENSUS","2017","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","21,341","12.5"
"CENSUS","2017","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","19,449","11.2"
"CENSUS","2017","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","23,362","6.6"
"CENSUS","2017","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","18,304","10.7"
"CENSUS","2017","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","38,140","9.6"
"CENSUS","2017","YEAR","","STATE","OHIO","39","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","14,065","6.9"
"CENSUS","2017","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","11,267","8.9"
"CENSUS","2017","YEAR","","STATE","OREGON","41","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","25,495","3.6"
"CENSUS","2017","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","16,562","11.1"
"CENSUS","2017","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","16,946","31.0"
"CENSUS","2017","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","19,294","17.5"
"CENSUS","2017","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","33,025","5.5"
"CENSUS","2017","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","9,532","5.5"
"CENSUS","2017","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","19,210","3.4"
"CENSUS","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","13,410","22.0"
"CENSUS","2017","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","15,546","9.0"
"CENSUS","2017","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","15,685","10.1"
"CENSUS","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","32,501","11.2"
"CENSUS","2017","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","7,905","15.7"
"CENSUS","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","12,880","4.7"
"CENSUS","2017","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","19,482","8.2"
"CENSUS","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","11,055","2.2"
"CENSUS","2012","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","17,897","2.3"
"CENSUS","2012","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","32,054","11.1"
"CENSUS","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","13,672","13.0"
"CENSUS","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","50,857","4.0"
"CENSUS","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","22,796","5.8"
"CENSUS","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","27,330","7.8"
"CENSUS","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","16,612","12.0"
"CENSUS","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","23,507","3.7"
"CENSUS","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","18,221","1.8"
"CENSUS","2012","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","28,733","11.6"
"CENSUS","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","25,641","4.2"
"CENSUS","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","41,153","1.1"
"CENSUS","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","29,292","1.4"
"CENSUS","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","34,812","4.3"
"CENSUS","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","28,311","3.1"
