"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","21","20.0"
"CENSUS","2022","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","4","14.2"
"CENSUS","2022","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","18","13.5"
"CENSUS","2022","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","390","8.7"
"CENSUS","2022","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","468","2.5"
"CENSUS","2022","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","357","9.5"
"CENSUS","2022","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","96","7.3"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","44","5.5"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","418","3.6"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","298","7.9"
"CENSUS","2022","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","134","7.4"
"CENSUS","2022","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","42","4.0"
"CENSUS","2022","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","401","2.8"
"CENSUS","2022","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","317","1.8"
"CENSUS","2022","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","178","4.0"
"CENSUS","2022","YEAR","","STATE","IOWA","19","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","43","3.6"
"CENSUS","2022","YEAR","","STATE","IOWA","19","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","358","2.9"
"CENSUS","2022","YEAR","","STATE","IOWA","19","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","328","3.2"
"CENSUS","2022","YEAR","","STATE","IOWA","19","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","143","2.8"
"CENSUS","2022","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","191","12.4"
"CENSUS","2022","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","737","4.6"
"CENSUS","2022","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","730","4.1"
"CENSUS","2022","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","215","4.8"
"CENSUS","2022","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","66","10.3"
"CENSUS","2022","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","216","5.1"
"CENSUS","2022","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","222","5.3"
"CENSUS","2022","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","64","5.3"
"CENSUS","2022","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","211","28.6"
"CENSUS","2022","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","747","10.1"
"CENSUS","2022","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","250","18.5"
"CENSUS","2022","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","135","19.4"
"CENSUS","2022","YEAR","","STATE","MAINE","23","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","109","10.3"
"CENSUS","2022","YEAR","","STATE","MAINE","23","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","83","11.0"
"CENSUS","2022","YEAR","","STATE","MAINE","23","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","35","7.1"
"CENSUS","2022","YEAR","","STATE","MAINE","23","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","61","9.5"
"CENSUS","2022","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","94","3.7"
"CENSUS","2022","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","146","4.0"
"CENSUS","2022","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","224","2.4"
"CENSUS","2022","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","161","3.3"
"CENSUS","2022","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","66","8.3"
"CENSUS","2022","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","27","6.9"
"CENSUS","2022","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","13","7.5"
"CENSUS","2022","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","17","7.6"
"CENSUS","2022","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","66","18.9"
"CENSUS","2022","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","312","22.1"
"CENSUS","2022","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","175","14.3"
"CENSUS","2022","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","113","47.7"
"CENSUS","2022","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","57","23.6"
"CENSUS","2022","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","506","25.7"
"CENSUS","2022","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","175","21.0"
"CENSUS","2022","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","126","11.1"
"CENSUS","2022","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","153","12.7"
"CENSUS","2022","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","618","10.6"
"CENSUS","2022","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","258","18.7"
"CENSUS","2022","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","139","14.0"
"CENSUS","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","91","16.6"
"CENSUS","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","372","7.1"
"CENSUS","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","316","9.5"
"CENSUS","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","154","23.9"
"CENSUS","2022","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CONSERVATION EASEMENT - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","1,766","9.3"
"CENSUS","2022","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, (EXCL NO-TILL) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","1,047","11.7"
"CENSUS","2022","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","1,881","8.3"
"CENSUS","2022","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","PRACTICES","PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - AREA, MEASURED IN ACRES / OPERATION","TOTAL","NOT SPECIFIED","125","9.6"
